,bike1,bike101,bike102,bike103,bike104,bike105,bike106,bike107,bike108,bike2,bike201,bike202,bike203,bike204,bike205,bike3,bike4,bike42,bike5,bike501,bike502,bike503,bike504,bike6,bike8,bike9,boat1,boat101,boat102,boat103,boat2,boat201,boat202,boat203,boat22,boat2201,boat2202,boat2203,boat3,boat301,boat302,boat303,boat32,boat3201,boat3202,boat3203,boat4,boat401,boat402,boat403,boat5,boat501,boat502,boat503,boat504,boat505,boat506,boat507,boat508,boat509,boat510,boat6,boat8,boat9,branch3,camp1,camp10,camp101,camp102,camp103,camp104,camp105,camp106,camp107,camp108,camp12,camp13,camp2,camp201,camp202,camp203,camp3,camp301,camp302,camp303,camp304,camp305,camp306,camp4,camp401,camp402,camp403,camp5,camp501,camp502,camp503,camp6,camp601,camp602,camp603,camp604,camp7,camp701,camp702,camp703,camp8,camp9,climb1,climb101,climb102,climb103,climb104,climb105,climb2,climb4,climb5,disk1,disk101,disk102,disk103,disk104,disk105,disk106,disk107,disk108,disk12,disk3,disk4,fish1,fish10,fish101,fish102,fish103,fish2,fish201,fish202,fish203,fish3,fish301,fish302,fish303,fish304,fish305,fish306,fish307,fish308,fish4,fish401,fish402,fish403,fish404,fish405,fish5,fish501,fish502,fish503,fish504,fish505,fish6,fish601,fish602,fish603,fish604,fish7,fish9,foot1,foot101,foot102,foot103,foot104,foot105,foot106,foot2,foot3,foot5,foot6,gard1,gard2,gard3,gard3st,gard4,gard6,gard7,golf1,golf101,golf102,golf103,golf104,golf105,golf106,golf107,golf108,golf109,golf110,golf111,golf2,golf4,golf5,hand1,hand101,hand102,hand103,hand104,hand105,hand106,hand107,hand108,hand109,hand2,hand4,hand5,hik1,hik101,hik102,hik103,hik104,hik105,hik106,hik2,hik201,hik202,hik203,hik204,hik205,hik3,hik301,hik302,hik303,hik304,hik305,hik306,hik307,hik308,hik309,hik310,hik311,hik312,hik4,hik6,hik7,hiweight,idnumber,loweight
2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,3,Satisfied,Satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.80,2724.00,0.71
2735,11110000,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,No,No,,,,,,,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,11000,Checked,Checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,Highly satisfied,Highly satisfied,110.69,2744.00,0.57
2736,11100000,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,10100,Checked,Not checked,Checked,Not checked,Not checked,No,No,No,,,,,,158,Satisfied,Satisfied,10,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,6,Satisfied,Satisfied,At least 18,1000,5,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Dissatisfied,Satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,5,Satisfied,,,,,,,,,,,,No,,Yes,,,Satisfied,Satisfied,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,3,Satisfied,Satisfied,472.30,2726.00,1.59
2737,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10001000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,Dissatisfied,Highly satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1100,Not checked,Checked,Checked,Not checked,Not checked,10000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,1233.04,2727.00,0.96
2738,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,5,Dissatisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,1000,1,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.67,2728.00,2.84
2739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,100,3,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Don't know / doesn't apply,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111100,Checked,Checked,Checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,6,Satisfied,Satisfied,5352.74,2729.00,1.35
2740,11000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,No,No,,,,,,10,Satisfied,Satisfied,10,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,12,Dissatisfied,Dissatisfied,At least 18,101000,6,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,110,Checked,Checked,Not checked,1000,Checked,Not checked,Not checked,Not checked,,,,,No,No,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,4,Satisfied,Satisfied,,,,,,,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Satisfied,Highly satisfied,1000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,3,Don't know / doesn't apply,Satisfied,11000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,1100,Not checked,Checked,Checked,Not checked,Not checked,100010000000,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,6,Satisfied,Highly satisfied,945.93,2730.00,0.90
2741,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,100,Don't know / doesn't apply,Satisfied,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,At least 18,1000,2,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,30,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10001000000,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,4,Satisfied,Satisfied,3226.77,2731.00,0.81
2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,110,Checked,Checked,Not checked,,,,,,,,,,,,,11000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,12,Highly dissatisfied,Satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,Satisfied,Checked,Checked,Not checked,110,Checked,Checked,Not checked,1100,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Checked,Not checked,12,Dissatisfied,,,,,,,,,,,,No,,Yes,,,Satisfied,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.68,2732.00,1.11
2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63,2832.00,0.40
2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,9,Satisfied,Satisfied,208.29,2833.00,0.86
2745,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,No,No,No,,,,,,,No public facilities nearby,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,1000,3,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,2,Satisfied,,,,,,,,,,,,No,,Yes,,,Satisfied,Satisfied,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,3,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.35,2733.00,1.18
2746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,5,Highly dissatisfied,Highly satisfied,At least 18,1000,35,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Satisfied,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10100,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,5,Satisfied,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,30,Satisfied,Satisfied,1097.63,2734.00,1.34
2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.86,2735.00,1.43
2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied,At least 18,1000000,20,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Neither satisfied nor dissatisfied,,,,,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Satisfied,Satisfied,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,12,Satisfied,Satisfied,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,10100,Checked,Not checked,Checked,Not checked,Not checked,10000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Dissatisfied,Dissatisfied,3261.90,2736.00,1.59
2749,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,No,No,,,,,,5,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,1000,2,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,No public facilities nearby,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000,Checked,Checked,Checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Satisfied,Satisfied,889.61,2737.00,0.69
2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.35,2738.00,1.74
2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,1000,6,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63,2739.00,0.40
2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,No public facilities nearby,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55,2740.00,1.07
2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,7,Neither satisfied nor dissatisfied,Satisfied,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,7,Satisfied,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,2,Highly satisfied,Highly satisfied,2814.35,2741.00,0.71
2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,6,Highly satisfied,Highly satisfied,At least 18,1000,6,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,10,Satisfied,,,,,,,,,,,,No,,Yes,,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,4,Satisfied,Satisfied,1233.04,2742.00,0.96
2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Checked,Not checked,Not checked,110,Checked,Checked,Not checked,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,6,Satisfied,Highly satisfied,At least 18,1000,20,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,10,Not checked,Checked,Not checked,,,,,,,,,,No,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,12,Satisfied,Highly satisfied,,,,,,,,,,,,,110,Satisfied,Checked,Checked,Not checked,10,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,10,Not checked,Not checked,Checked,Not checked,6,Satisfied,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,15,Highly satisfied,Highly satisfied,10509.51,2743.00,10.03
2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,1000,5,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,,,,,,,,,110,Checked,Checked,Not checked,,,,,,,,,,No,No,,,,,,,,,,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,10,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Highly dissatisfied,Highly dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111100,Checked,Checked,Checked,Checked,Not checked,Not checked,1100,Not checked,Checked,Checked,Not checked,Not checked,101001000000,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Satisfied,Satisfied,3206.44,2745.00,1.48
2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,101000,20,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Highly dissatisfied,Highly dissatisfied,,,,,,,,,,,,,,,,1,Not checked,Not checked,Checked,1000,Checked,Not checked,Not checked,Not checked,,,,,No,No,10,Not checked,Not checked,Not checked,Checked,Not checked,36,Highly dissatisfied,Highly dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Don't know,Prefers not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,50,Highly dissatisfied,Highly dissatisfied,933.00,2746.00,0.47
2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,100010000000,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,Satisfied,Satisfied,791.65,2747.00,0.76
2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,10,5,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Highly satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,10,Highly satisfied,Not checked,Checked,Not checked,100,Checked,Not checked,Not checked,,,,,,,,,,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,10,Not checked,Not checked,Checked,Not checked,1,Highly satisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,3,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.61,2748.00,0.69
2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,Don't know / doesn't apply,No public facilities nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.67,2749.00,0.64
