,act1,act101,act102,act103,act104,act105,act106,act107,act108,act109,act110,act111,act112,act113,act114,act115,act116,act117,act118,act2,act201,act202,act203,act204,act205,act206,aer1,aer101,aer102,aer103,aer104,aer105,aer106,aer107,aer108,aer109,aer2,aer4,aer5,air2,air5,air6,air7,air8,air9,airact,airact01,airact02,airact03,airact04,airact05,airact06,airact07,airact08,airact09,airgo,bad1,bad101,bad102,bad103,bad104,bad105,bad106,bad107,bad108,bad109,bad2,bad4,bad5,base1,base101,base102,base103,base104,base105,base106,base107,base108,base2,base3,base4,base5,bask1,bask101,bask102,bask103,bask104,bask105,bask106,bask107,bask108,bask109,bask2,bask3,bask5,bask6,beach1,beach101,beach102,beach103,beach104,beach105,beach106,beach107,beach108,beach109,beach110,beach111,beach2,beach4,beach5,bikeact,boat,boat01,boat02,boat03,boat04,boat05,boat06,boat07,boatact,branch1,branch2,campact,cent1,comm1,comm101,comm102,comm103,comm104,comm105,comm106,comm107,comm108,comm109,comm12,comm2,dgprk1,dgprk13,dgprk14,disc,disc01,disc02,disc03,disc04,disc05,discgo,equact,fieldact,fshact,haskid,hiweight,huntact,idnumber,infac,loweight,nat1,natact,natact01,natact02,natact03,natact04,natact05,offact,othact,othact01,othact02,othact03,othact04,othact05,othact06,othact07,othact08,othst,picact,pool1,r1,seepart,sno1,sno2,snoact,snoact01,snoact02,snoact03,snoact04,snoact05,snoact06,snoact07,snoact08,snoact09,snoact10,snoact11,snoice,swim1,swim101,swim102,swim103,swim104,swim105,swim106,swim107,swim108,swim109,swim110,swim111,swim112,swim113,swim114,swim2,swim3,ult1,ult13,ult14,wat1,wat2,wat3,wat4,watact,watact01,watact02,watact03,watact04,watact05,watact06,watact07,watact08,watact09,watact10,watact11,watact12,white1
2556,111101000011000100,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,90,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,12,Satisfied,Satisfied,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,25,Satisfied,Satisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,2,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,303.73,Yes,2541.00,No,1.57,25,11010,Checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Other activities,No,,,,,,,,,,,,,,,No,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,3,,,,10010000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2557,100000000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,14,Neither satisfied nor dissatisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,4263.58,No,2542.00,No,1.07,,1,Not checked,Not checked,Not checked,Not checked,Checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Camping,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,4,,110000001000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,
2558,1000000000100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,7578.15,No,2543.00,No,1.54,4,1,Not checked,Not checked,Not checked,Not checked,Checked,Yes,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,No,,Picnicking,No,12,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1001000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2559,100011000000000000,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000011000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,1,Satisfied,Satisfied,Yes,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,10101000,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,2,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,No,No,76.63,No,2544.00,Yes,0.40,2,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,3,Fishing,Yes,,,,,,,,,,,,,,,No,1001000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,No public facilities nearby,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2560,110110000010001000,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,18,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,10,Dissatisfied,Dissatisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,12,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,40,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,Yes,Yes,Yes,No,4015.94,No,2546.00,Yes,0.81,,11110,Checked,Checked,Checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,30,Other activities,Yes,,,,,,,,,,,,,,,No,10000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,2,110000000100,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,
2561,111001000000000000,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,10000100,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,Satisfied,Dissatisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,30,Satisfied,Dissatisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,,,No,No,No,Yes,No,270.46,Yes,2547.00,Yes,1.34,12,1110,Not checked,Checked,Checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Fishing,No,,,,,,,,,,,,,,,No,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Dissatisfied,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2562,100000000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,523.95,No,2548.00,No,0.50,,10,Not checked,Not checked,Not checked,Checked,Not checked,Yes,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Bike riding,No,,,,,,,,,,,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2563,1101100001000000,Not checked,Not checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,12,Satisfied,Satisfied,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100,Highly satisfied,Satisfied,Yes,,,,,,,,,No,At least 18,At least 18,Yes,3,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,3,,,,,,,,,,,No,No,No,No,No,10334.33,No,2549.00,Yes,4.53,20,10110,Checked,Not checked,Checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Soccer,Yes,,Disc-related activit,No,,,100000100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,10000001000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Satisfied,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2564,11111000001010100,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,,,,,,,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,300,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,20,Highly satisfied,Highly satisfied,100000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10,Satisfied,Satisfied,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Satisfied,Satisfied,No,10000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,3,,,,,,,,,,,,,12,Satisfied,Satisfied,,,,,,,No,No,No,Yes,Yes,601.80,Yes,2550.00,No,0.47,10,11010,Checked,Checked,Not checked,Checked,Not checked,No,11111000,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,No,Yes,7,Air activities,Yes,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1001000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,1,,110000001000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,
2565,110000000000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,Yes,No,991.80,No,2551.00,No,0.71,,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Sightseeing,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2566,100111000101000000,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,5,Dissatisfied,Dissatisfied,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,50,Highly satisfied,Highly satisfied,Yes,,,,,,,,,No,At least 18,At least 18,No,10,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,186.69,Yes,2552.00,No,0.76,20,11110,Checked,Checked,Checked,Checked,Not checked,No,111000,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,No,Yes,20,Sightseeing,Yes,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10000000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Dissatisfied,,,,,,1,,110000001000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,
2567,111011000000011000,Checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,2,Satisfied,Satisfied,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Highly satisfied,No,,,,,,,,,No,At least 18,At least 18,No,1,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,912.05,No,2553.00,No,0.71,2,11110,Checked,Checked,Checked,Checked,Not checked,No,10010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,4,Nature activities,Yes,2,3,1110000000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,101000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,2,,,,110010000000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2568,11100000001000100,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,100000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,15,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,2,Satisfied,Highly satisfied,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Neither satisfied nor dissatisfied,Highly satisfied,Yes,,,,,,,,,No,At least 18,At least 18,No,1,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,No,Yes,7578.15,Yes,2554.00,No,1.54,,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Bike riding,Yes,,,1000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2569,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,7,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,165.98,Yes,2555.00,No,0.67,,10010,Checked,Not checked,Not checked,Checked,Not checked,No,10010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,No,,Bike riding,Yes,,2,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2570,110111000000100000,Checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,110000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010000000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,5,Highly satisfied,Highly satisfied,Yes,,,,,,,,,No,At least 18,At least 18,No,3,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,52,No,,,,,,,,,,No,No,Yes,No,Yes,523.95,No,2556.00,Yes,0.50,5,11100,Checked,Checked,Checked,Not checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,28,Fishing,Yes,,2,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10000000001000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Highly satisfied,Highly satisfied,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2571,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1,Satisfied,Neither satisfied nor dissatisfied,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,84.36,No,2557.00,No,0.44,,1110,Not checked,Checked,Checked,Checked,Not checked,No,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Nature activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
